Iteration,Step,Ep_num,EpRet_mean,EpRet_std,EpLen_mean,EpErr_mean,EpErr_std,EpPsi_mean,EpPsi_std,EpSuccess_num,Value_loss,Policy_loss,Old_approx_kl,Approx_kl,Clipfrac,Explained_variance,Entropy,Time
207,2543616,216,36.54560847944117,32.58656453934672,55.31944444444444,114.47561749750685,70.10237865492566,12.405454417069754,6.502971816826339,44,119.96321868896484,0.011418968439102173,-0.002350274473428726,0.0025380104780197144,0.048773871527777776,0.5960877239704132,1.849189043045044,41.75080895423889
208,2555904,218,39.986263331332445,29.713610747627328,55.37614678899082,106.43860684396323,61.532028577050944,12.962381489779972,6.466806203733132,45,143.87567138671875,-0.0020563937723636627,0.010983175598084927,0.005924537777900696,0.075927734375,0.5582776963710785,1.8297481536865234,41.77429962158203
209,2568192,216,37.30376672977083,32.05445887343328,55.35648148148148,114.76502793850442,70.64820744922258,13.050295114517212,6.910036468233465,35,106.5176010131836,-0.009280120953917503,0.014204628765583038,0.009644793346524239,0.06293402777777778,0.6191835403442383,1.8242918252944946,41.78778791427612
210,2580480,217,34.23765885355347,32.180827774819555,55.23963133640553,123.28475964082396,72.5141783971196,12.166835256435904,6.428902734281403,41,139.2489471435547,-0.007936671376228333,0.011483104899525642,0.0023220283910632133,0.05422634548611111,0.6044034063816071,1.8262364864349365,41.61940836906433
211,2592768,216,39.21674275961833,29.647390505525255,55.33796296296296,104.91652690954382,59.87982206008912,13.318086216847101,6.580416062000154,38,112.74346923828125,-0.0019636303186416626,-0.0006379210390150547,0.0017890534363687038,0.0798068576388889,0.5757837891578674,1.810390591621399,41.74773168563843
212,2605056,217,39.4271825436202,31.03369446457096,55.36405529953917,110.87942920200783,67.2645670541471,12.389873123388686,6.50282832894914,44,83.10926818847656,-0.013484083116054535,0.00942582543939352,0.0050141774117946625,0.061821831597222224,0.5841223299503326,1.784867525100708,41.76882839202881
213,2617344,217,40.3992326581491,29.64372105354118,55.276497695852534,105.71659039028265,64.91156669129069,12.516919253608599,6.768374116061356,44,117.82463073730469,0.00220397487282753,0.007054654881358147,0.007467473391443491,0.0683865017361111,0.6199180781841278,1.7975841760635376,41.62623596191406
214,2629632,216,37.94731228415879,30.44801576095416,55.370370370370374,111.07007421235109,65.67823630955611,11.348084906737009,6.145381416996755,38,134.22100830078125,0.0018917694687843323,0.014070174656808376,0.002620372921228409,0.10658094618055555,0.6052859425544739,1.7823796272277832,41.703279972076416
215,2641920,216,36.00261280509935,30.509378004453872,55.300925925925924,112.27810397774455,63.74670488736697,11.680327355861664,6.533771847553136,35,119.83226013183594,0.001606762409210205,0.012194711714982986,0.0014445977285504341,0.069091796875,0.5940366387367249,1.7878388166427612,41.707690715789795
216,2654208,219,37.93725287642373,29.37758574160271,55.077625570776256,109.686919794292,61.60521868285729,11.139472363746329,6.125878527766724,40,104.32548522949219,-0.003932781517505646,0.007633674424141645,0.001788316760212183,0.08704969618055555,0.6003168523311615,1.756974220275879,41.7397882938385
217,2666496,216,39.01706575605985,32.46723229917375,55.23148148148148,108.01194152866654,67.04743096967994,11.061988969643911,6.623906013803555,42,92.16220092773438,0.007617481052875519,-0.00235931109637022,0.005630265921354294,0.0776095920138889,0.6222584545612335,1.7554740905761719,42.019227027893066
218,2678784,217,40.26758836830009,30.801969482713023,55.294930875576036,105.15140142000176,61.9163786863288,10.770776760742963,6.11399623565771,42,77.35851287841797,-0.006458617746829987,0.009210440330207348,0.005157324485480785,0.08064778645833333,0.6146410405635834,1.7270461320877075,41.58699297904968
219,2691072,216,36.53749252804531,31.68771826867311,55.263888888888886,115.13218564886928,66.82915283508699,10.84310750166575,6.178741693511423,36,82.75501251220703,-0.011955466121435165,0.03627863898873329,0.014342295937240124,0.10530598958333333,0.6128479838371277,1.7181066274642944,41.57891321182251
220,2703360,219,38.32058632306881,33.455574255876236,55.12328767123287,112.6058601557107,70.32118401188242,10.478824099449263,6.382204438138126,41,111.78515625,0.0019598491489887238,0.0005656974390149117,0.004656615667045116,0.061469184027777776,0.6357560455799103,1.7317025661468506,41.73967885971069
221,2715648,218,38.421185399206344,33.152121629057724,55.25229357798165,112.82854737151558,70.09294242852272,11.174996134338029,6.351133400114315,37,112.2386474609375,-0.00958612933754921,0.017188813537359238,0.0023131975904107094,0.08165147569444445,0.664849191904068,1.727219581604004,41.80026650428772
222,2727936,217,41.365799044079964,30.32651169468673,55.33179723502304,107.3943696908853,66.57690715957803,11.067429324998285,6.32608876856993,43,66.9077377319336,-0.01300676167011261,0.007201235741376877,0.00990460254251957,0.056233723958333336,0.6261835098266602,1.709916591644287,41.73061680793762
223,2740224,217,38.6731374659062,32.21662980080161,55.1889400921659,111.5975454929368,69.53064813092108,11.679859617338751,6.069933641880746,40,103.38430786132812,-0.0009141191840171814,0.004254551604390144,0.004003999754786491,0.07305230034722222,0.6562909483909607,1.7147326469421387,41.86826777458191
224,2752512,216,40.5599052549146,28.837889291704887,55.425925925925924,106.6994849498614,62.47082301163561,11.643423736095428,6.709710473922462,41,106.574462890625,0.015569597482681274,-0.003974008373916149,0.0019879862666130066,0.09022352430555555,0.6512389183044434,1.7091737985610962,42.400864601135254
225,2764800,216,41.07346917962795,29.51945026988808,55.361111111111114,105.01875893022569,61.74179927354194,11.66237140695254,6.555262344502028,41,77.22015380859375,0.024322697892785072,0.012088592164218426,0.004031575284898281,0.06385633680555555,0.6395169496536255,1.6985994577407837,41.66520380973816
226,2777088,217,36.91917986573361,30.55098935425263,55.1705069124424,114.32800343134438,64.31497778734062,11.391539007837322,6.3613393475190465,39,145.86798095703125,0.008633151650428772,0.006916767917573452,0.003791193477809429,0.052327473958333336,0.6157902777194977,1.6851601600646973,41.496259689331055
227,2789376,216,41.508485703788885,29.3440433785399,55.23148148148148,104.77774309593543,61.65723215386017,10.097488810618719,6.363854891652294,46,105.16844177246094,0.0030146613717079163,0.002425209153443575,0.001336327288299799,0.087158203125,0.6212350130081177,1.6665663719177246,42.00311517715454
228,2801664,218,38.837704283388035,34.354504301679825,55.28440366972477,113.67087629306964,72.13099014200725,10.5567187562995,6.35795831324528,52,133.5952606201172,0.010040350258350372,0.023068688809871674,0.004098888952285051,0.08222113715277778,0.6381679773330688,1.6577130556106567,42.36732840538025
229,2813952,220,39.756316460743534,32.324748499811314,55.027272727272724,110.77508798751461,68.56527945137054,9.616035721518777,6.130543766747987,43,152.06854248046875,-0.003845810890197754,-0.0031902878545224667,0.0039320276118814945,0.07535807291666667,0.6508200466632843,1.6596510410308838,42.20582604408264
230,2826240,217,42.94547176004157,27.452979837698187,55.31336405529954,99.75362856620383,54.33010525900229,10.687232402063184,6.248064469796926,45,124.67662811279297,-0.006341435015201569,0.008663667365908623,0.002897998783737421,0.07261827256944445,0.6694490909576416,1.6369881629943848,42.53973984718323
231,2838528,217,40.149204978017316,29.33229309026654,55.142857142857146,106.69339477198044,63.5864069714773,10.028288847839777,6.134442314383862,36,91.72294616699219,-0.004320910200476646,0.005412614904344082,0.0014500850811600685,0.05520290798611111,0.6901872754096985,1.638883113861084,42.21221685409546
232,2850816,218,37.90508090487205,31.03237526527782,55.169724770642205,112.36606177421315,65.49206636162357,10.352892033550717,5.861869089195071,38,68.00563049316406,0.006624847650527954,-0.0004065772518515587,0.0022728778421878815,0.06982421875,0.6706111431121826,1.6344249248504639,41.74116063117981
233,2863104,216,44.10599305344389,30.652375840860383,55.23148148148148,98.5264740236873,60.45218175222405,10.430933634440104,6.601965901065724,57,133.46902465820312,0.012596219778060913,-0.007008752785623074,0.006938258185982704,0.0691189236111111,0.655163586139679,1.632563591003418,41.86024236679077
234,2875392,217,38.63486403129623,30.313462239119566,55.21658986175115,108.89861486990486,61.83466351702595,10.317360772515222,5.901503172134298,36,112.05817413330078,-0.0029236599802970886,0.030076749622821808,0.008481331169605255,0.08466254340277778,0.6571908593177795,1.6209466457366943,41.770684003829956
235,2887680,218,40.23263459758796,29.575576138641946,55.26146788990825,106.78166458961768,63.04808486387539,10.434440784498092,6.299382162063269,44,103.46084594726562,-0.012580730020999908,0.026302997022867203,0.006776741705834866,0.06382921006944445,0.68032306432724,1.6102938652038574,41.61470174789429
236,2899968,216,44.29481681351972,30.504164243457463,55.138888888888886,100.71865345064688,63.44927269179195,9.724287937084833,5.83819779967544,53,106.43783569335938,-0.01851525902748108,0.0015416312962770462,0.009113320149481297,0.09903971354166667,0.6889617443084717,1.5908520221710205,42.11826229095459
237,2912256,218,38.223923454121845,27.642703661818715,55.178899082568805,110.94188774829534,60.131428068574586,10.952356594418166,5.854231246690886,31,74.54057312011719,-0.01598040573298931,0.05472804605960846,0.012015258893370628,0.07893880208333333,0.6886481642723083,1.593085765838623,42.96852397918701
238,2924544,216,41.03857342146686,32.38979759980408,55.245370370370374,106.33300085154163,67.3658273432299,10.512624283631643,6.525795458574698,46,72.66751098632812,0.024941489100456238,0.0042281365022063255,0.004338574595749378,0.06776258680555555,0.6957922875881195,1.579673171043396,43.70313549041748
239,2936832,218,39.99774730394095,31.4988583159565,55.07339449541284,108.37998912946806,66.54553767897944,10.390415940809687,6.205549437474244,48,123.26087951660156,0.007823038846254349,0.005851480644196272,0.0013985871337354183,0.0859103732638889,0.7197702825069427,1.567612648010254,43.59589171409607
240,2949120,218,44.6665184729299,31.607043100553025,55.142201834862384,99.21022152548633,64.94500664150904,10.283101545561344,6.466894243613252,54,84.07461547851562,0.006901528686285019,9.835325181484222e-05,0.001171547919511795,0.048258463541666664,0.7159726321697235,1.564798355102539,42.776846408843994
241,2961408,217,42.52627457504488,30.40812388153666,55.1889400921659,103.81141585510045,60.58732580052768,9.812243709915794,6.030928959722684,42,88.23503112792969,0.007173158228397369,0.008027767762541771,0.0016332524828612804,0.07305230034722222,0.6543032824993134,1.5488383769989014,42.92387366294861
242,2973696,216,41.969223131981714,30.64907883183764,55.273148148148145,104.60643957810383,62.059925788139886,10.163414627313614,6.282131874378222,43,80.2623062133789,0.018398575484752655,-0.0003940258175134659,0.00861637108027935,0.08612738715277778,0.682640790939331,1.543182611465454,43.00628161430359
243,2985984,217,38.97695596344957,29.320382464298113,55.133640552995395,109.05525207206581,61.317313556820345,9.844996670973465,5.999898960559941,35,133.4012451171875,-0.0055595822632312775,-0.006848916877061129,0.004097615834325552,0.07405598958333333,0.6798628270626068,1.508485198020935,42.81107568740845
244,2998272,217,41.17193501310667,28.601222375218693,55.12903225806452,106.70077470542155,60.943213166096584,9.921068469500213,5.997917471742527,35,67.68997192382812,-0.008040927350521088,0.017680441960692406,0.00497335335239768,0.06681315104166667,0.6692003309726715,1.5097508430480957,42.796504497528076
245,3010560,216,41.04271878084741,28.61350407177509,55.21296296296296,107.06213850603709,59.75659947143431,9.555602222681046,6.07127528702388,39,60.93711471557617,-0.0326652005314827,0.002328682690858841,0.005729775410145521,0.07093641493055555,0.6735779047012329,1.4959025382995605,42.97980356216431
246,3022848,216,45.790972313147726,31.40299518431534,55.300925925925924,96.46725232547797,59.91579705957943,9.197865575551987,6.169223045933402,58,118.62073516845703,0.00568506121635437,0.01379492599517107,0.0046872831881046295,0.06458875868055555,0.6640407741069794,1.4943876266479492,42.81012511253357
247,3035136,216,41.383560674943496,28.073504802845765,55.398148148148145,105.38002857899609,59.390113809383514,9.71947451432546,6.103586654786626,41,76.8072509765625,-0.0006460249423980713,0.003180756699293852,0.002118197735399008,0.07609049479166667,0.6580363214015961,1.488006353378296,42.58970022201538
248,3047424,217,43.65658703373652,29.39719145588941,55.21658986175115,101.21123269069915,57.44173835036443,9.568085362834315,6.077633525149094,46,70.30751037597656,-0.003931369632482529,0.006757969036698341,0.013007450848817825,0.0710177951388889,0.6747387051582336,1.4867339134216309,42.531877279281616
249,3059712,218,43.97548847676631,27.617452232856433,55.11467889908257,97.21854681610829,53.79583987740635,9.626063343581803,6.237061943804681,47,64.6473159790039,-0.012990161776542664,0.008554404601454735,0.0034081568010151386,0.06247287326388889,0.6838987469673157,1.4922616481781006,42.70618796348572
250,3072000,217,44.640872534477104,26.9429290256224,55.29953917050691,95.652071536795,51.62380575884243,9.827227098051853,6.000639968077505,46,91.00597381591797,-0.025330886244773865,0.002087315544486046,0.010285872966051102,0.0719943576388889,0.6694360971450806,1.483269214630127,43.07002019882202
251,3084288,218,45.398554449535794,28.4014784314725,55.07798165137615,97.16227309595449,58.0872702661786,9.453438044688024,6.447820733959613,48,57.5925407409668,-0.012659292668104172,0.013802554458379745,0.002680205274373293,0.07362196180555555,0.681847482919693,1.462739109992981,42.79524254798889
252,3096576,216,45.907530482176014,29.383805457816777,55.56481481481482,95.14612609770727,58.678372571220045,9.44211925069491,6.011528258731027,52,122.00851440429688,-0.016845323145389557,-0.01736324653029442,0.00861416943371296,0.06787109375,0.6851063668727875,1.4470657110214233,42.72367000579834
253,3108864,216,44.9126087377733,30.376654134956052,55.2962962962963,99.48511598873803,61.69940492764286,9.612368692954382,6.090033937911597,54,119.75064849853516,0.010395076125860214,0.02661098912358284,0.0038276282139122486,0.08892144097222222,0.6798060834407806,1.4499307870864868,42.85885167121887
254,3121152,217,40.735216741776675,28.88569443648517,55.12442396313364,106.76154607571715,62.60646477440027,8.89588165942425,6.138006677109808,38,68.87195587158203,-0.006416868418455124,-0.0055049266666173935,0.00360889732837677,0.10541449652777778,0.6979649364948273,1.4272302389144897,42.94123864173889
255,3133440,216,44.16632786568557,27.44193516764089,55.388888888888886,98.4853414733856,55.240027167476356,9.297303756078085,6.18912426904209,45,99.7103500366211,0.0030285902321338654,-0.004120297729969025,0.0026632295921444893,0.07283528645833333,0.6997726261615753,1.414936900138855,43.01406979560852
256,3145728,216,48.63990788658113,27.771634546854155,55.41203703703704,89.78761936107765,50.53163229165142,9.418384085098902,6.112243237011242,56,96.55001068115234,-0.03668450191617012,-0.007663619704544544,0.02497110515832901,0.1049533420138889,0.6526841521263123,1.4032366275787354,43.01663899421692
257,3158016,218,38.17553456213854,26.429334137806055,55.13302752293578,111.56821850530409,57.52692469172926,9.4805308656955,5.909865172295849,34,129.021728515625,0.002735275775194168,0.011212313547730446,0.005627915728837252,0.10126410590277778,0.6570838689804077,1.3895714282989502,43.18151259422302
258,3170304,217,41.91489727139548,28.08708392539007,55.29032258064516,103.17666842457274,57.53835692681323,10.03745058165168,6.399121772711113,37,71.62358093261719,7.896870374679565e-05,0.005558118224143982,0.005405796226114035,0.08341471354166667,0.679368406534195,1.3779454231262207,43.19859075546265
259,3182592,217,46.67558416644971,32.810207033029016,55.336405529953915,98.62657925941707,68.56743932445725,8.629320711584135,6.089270835363779,62,93.82154846191406,-0.0027180686593055725,0.002308156341314316,0.009136497043073177,0.08734809027777778,0.71722611784935,1.3539199829101562,43.37421274185181
260,3194880,216,50.2911307470054,31.24734867653037,55.4212962962963,89.55777070668871,58.39859952211689,9.259366542100906,5.955118341112499,71,114.72649383544922,0.0010709092020988464,0.00616264995187521,0.007838047109544277,0.07158745659722222,0.6829293072223663,1.359958529472351,41.52171587944031
261,3207168,216,47.604920450104565,28.06739962011039,55.148148148148145,90.40223841886743,50.35893359931417,8.479295323292414,5.691673899582106,51,116.37409973144531,-0.01304594799876213,0.030911212787032127,0.003568515181541443,0.05579969618055555,0.6569510400295258,1.3316683769226074,41.486716508865356
262,3219456,217,45.0175057850112,32.04594960490751,55.30414746543779,99.447039187973,64.03601902666088,9.086718779005764,6.284300044464205,58,84.93647766113281,-0.11454392224550247,0.040588997304439545,0.03943279758095741,0.07071940104166667,0.7190916836261749,1.321096420288086,40.1440110206604
263,3231744,217,41.028867892866046,27.89875442933912,55.41935483870968,106.19872842330456,57.462430241672074,8.46739933787403,5.7832236706891615,34,88.93794250488281,-0.00015188753604888916,-0.01903715915977955,0.009596781805157661,0.1059841579861111,0.6904608607292175,1.3191783428192139,41.49317264556885
264,3244032,216,39.21429172111249,28.189881635530423,55.55555555555556,111.56804066205034,61.28072754095308,10.108602792024612,6.351478707631166,37,72.84184265136719,0.000611037015914917,0.020200222730636597,0.004218006506562233,0.0796169704861111,0.6940057277679443,1.3332821130752563,41.60222291946411
265,3256320,216,36.299787512193085,30.497624016892843,55.513888888888886,117.22996372821709,66.7046546454839,10.55580958724022,6.441135407323598,25,49.83180618286133,-0.024147268384695053,0.007614521309733391,0.006157800555229187,0.087646484375,0.7321144640445709,1.3371403217315674,41.614630460739136
266,3268608,216,41.13473474071015,26.484756660130678,55.56944444444444,105.1215432391073,58.46014729139168,10.045665204524994,6.364135923331718,33,63.046993255615234,0.01941271871328354,-0.006559520959854126,0.02185816317796707,0.07465277777777778,0.7084178030490875,1.3447182178497314,41.72558665275574
267,3280896,216,44.82320751199042,29.27052020689496,55.28703703703704,99.14610264828792,59.49341892842267,9.068613797426226,6.08016881266455,51,65.28154754638672,0.004648074507713318,0.0024858335964381695,0.002100967336446047,0.06391059027777778,0.7290738821029663,1.332423448562622,41.78773260116577
268,3293184,219,41.0337410482703,30.859804946445276,55.15525114155251,106.4907739408984,63.616848454845055,9.368356449963295,6.076655013086855,43,64.71095275878906,0.008267924189567566,0.004692317917943001,0.0022222837433218956,0.06757269965277778,0.7149421870708466,1.3405816555023193,41.82545781135559
269,3305472,216,46.127232510086955,30.145827914520417,55.43981481481482,96.45304712792387,59.82069941109657,9.94201049208641,6.202920154882226,56,102.78715515136719,-0.0032008495181798935,0.00945187546312809,0.002906381618231535,0.07478841145833333,0.7339079082012177,1.3396822214126587,41.527698040008545
270,3317760,216,43.23335949468533,30.323071885799955,55.388888888888886,102.48302186575178,61.68785069196576,9.526654332876205,6.316575668884512,51,91.38066101074219,0.008266355842351913,-0.0009780460968613625,0.007261763326823711,0.07682291666666667,0.7228486239910126,1.3483141660690308,41.45875811576843
271,3330048,216,41.208707955099186,26.62478447800349,55.33796296296296,102.9818565384813,53.322097344810615,9.619484543800354,6.074121414085232,37,55.93490982055664,-0.008771158754825592,0.005627813749015331,0.001576332375407219,0.06203884548611111,0.7179650366306305,1.340733528137207,41.37972450256348
272,3342336,218,42.14122283788673,27.810364113821013,55.22018348623853,101.55841253921702,55.984900509915995,9.669091537458087,6.3457339963301225,43,86.605224609375,-0.024280861020088196,-0.0074554430320858955,0.0035911453887820244,0.07207573784722222,0.6985816359519958,1.3388376235961914,41.53096055984497
273,3354624,217,43.759480874909535,29.580105345630297,55.225806451612904,99.46027191916436,58.07427217543172,9.504533572131038,6.082374746836837,42,126.48609924316406,0.011669750325381756,0.019053298979997635,0.018608951941132545,0.0773654513888889,0.703274667263031,1.337254524230957,41.85321044921875
274,3366912,217,41.7760007323622,28.637934114939974,55.29032258064516,104.34571228901582,58.79919541748727,10.152046911178097,6.489856203626953,46,92.6041030883789,-0.029307857155799866,0.060743384063243866,0.03274913132190704,0.07698567708333333,0.7213407456874847,1.3390356302261353,40.86324644088745
275,3379200,216,43.903684570513185,29.687091936771562,55.458333333333336,96.7697106637858,56.83364868685098,10.061461428801218,6.162335362113532,49,77.85028076171875,0.0015283897519111633,-2.3161526769399643e-05,0.0032609631307423115,0.0802951388888889,0.7145076096057892,1.341734766960144,42.313257694244385
276,3391488,216,43.16216820353498,27.92100933552693,55.24074074074074,99.11164497641958,57.43762184894892,9.45313940445582,6.389583962650709,45,66.10588073730469,0.009244324639439583,0.012973371893167496,0.006243531126528978,0.07137044270833333,0.7464885711669922,1.3337701559066772,41.565874338150024
277,3403776,216,45.728723406271165,31.102726720190194,55.3287037037037,96.27390406267043,57.73740010195037,8.85798767209053,6.163749211720621,53,73.24134826660156,-0.00453200563788414,0.0227105300873518,0.006143469363451004,0.0678982204861111,0.7019944190979004,1.3150689601898193,41.49969720840454
278,3416064,217,43.876697837116716,31.036397869485917,55.193548387096776,98.58489172879203,57.70583953599754,8.738053658041537,6.065205869323269,49,77.93242645263672,-0.00815785676240921,0.010379364714026451,0.010779153555631638,0.08414713541666667,0.6881693303585052,1.3153607845306396,41.65027976036072
279,3428352,217,47.280452390024216,31.266514069594898,55.21198156682028,92.36154836269495,55.62507399469454,8.868351861628518,5.665839011682436,56,90.11544799804688,0.0011698678135871887,0.004956047050654888,0.009106308221817017,0.07373046875,0.7228926420211792,1.3124572038650513,41.7467999458313
280,3440640,216,42.37967516454622,27.915417733421656,55.35648148148148,98.52704532334172,52.560209503080415,8.432062367598215,5.523684523336463,35,97.27655029296875,-0.0344310998916626,0.013377892784774303,0.016986362636089325,0.08544921875,0.6511068046092987,1.2866129875183105,41.4265513420105
281,3452928,216,48.05659158182863,30.56714065855545,55.24074074074074,91.68009017366327,56.93042132405779,7.311978042125703,5.498077327900794,61,106.30982971191406,-0.018906332552433014,0.005947437137365341,0.006008056458085775,0.07137044270833333,0.7273605763912201,1.270273208618164,41.985431432724
282,3465216,217,47.6991865615364,31.21641557309084,55.23041474654378,93.87588938404606,57.049067055724656,7.5428202350018765,5.501362222969115,57,98.9700927734375,0.0031850412487983704,0.0027206833474338055,0.0028468025848269463,0.06795247395833333,0.7015648484230042,1.276045799255371,41.935335636138916
283,3477504,217,45.06236074194834,32.327318528829,55.336405529953915,98.90424066883841,62.985931469614236,7.318040044626331,5.243984153474641,55,142.15667724609375,0.003324948251247406,0.013485090807080269,0.004694798495620489,0.058403862847222224,0.7187922298908234,1.276892900466919,41.63673758506775
284,3489792,216,47.90884745351156,28.45017015496882,55.263888888888886,92.40898479870378,54.362561880727554,6.99018473426501,4.8655054023589965,49,70.56981658935547,-0.009324938990175724,0.01209039893001318,0.011638682335615158,0.06632486979166667,0.7180587947368622,1.2840949296951294,41.93083620071411
285,3502080,216,48.11199238297222,30.747213656496147,55.18981481481482,92.47594309118979,54.609903992945554,6.774410605430603,4.8193712264994595,56,116.89356994628906,-0.002300843596458435,0.0157474335283041,0.0023563113063573837,0.07755533854166667,0.6925415098667145,1.2645126581192017,41.83122777938843
286,3514368,219,47.71538289071231,31.160867717575353,55.00456621004566,92.95492486903407,59.7471468520379,7.54379104261529,5.539712143669919,59,80.12554168701172,-0.05347225069999695,0.01618839241564274,0.017664026468992233,0.09033203125,0.7194007337093353,1.256266713142395,41.767210721969604
287,3526656,216,47.91904705499179,29.468765343246243,55.30555555555556,90.81476674635984,54.170046276846904,6.4481914540131875,4.907097218111384,52,95.37565612792969,-0.0110190249979496,-0.0011071679182350636,0.0009852233342826366,0.0668674045138889,0.6757546067237854,1.2408592700958252,41.82257795333862
288,3538944,218,46.22501408130477,32.29064483899484,55.142201834862384,96.11397255372549,59.84202866344503,6.49035238344735,4.797613033764867,56,135.9373321533203,0.011282380670309067,-0.001906523946672678,0.0026947087608277798,0.061577690972222224,0.6815727055072784,1.2314002513885498,41.77973437309265
289,3551232,219,48.44325030741055,28.757187227772437,55.21461187214612,89.08830782900723,51.15741446619993,6.14261269569397,4.806200873046737,57,125.7223892211914,0.009784070774912834,0.02098161354660988,0.030522195622324944,0.09334309895833333,0.6918977797031403,1.2160038948059082,41.818838119506836
290,3563520,217,47.08089027524065,29.65116804218197,55.08755760368663,95.09795621327955,57.500849714711826,6.094273158482143,4.79559330399956,46,71.47695922851562,-0.02463633380830288,0.0013015284202992916,0.0030426173470914364,0.0912814670138889,0.7030326426029205,1.2144269943237305,41.759783029556274
291,3575808,216,46.87450995246792,29.642599777183698,55.26851851851852,95.10809267638403,57.97521525849455,5.939542353153229,4.266006224246917,53,90.13467407226562,-0.00702366977930069,0.004457887262105942,0.009065462276339531,0.07500542534722222,0.7386065423488617,1.221665382385254,41.80721974372864
292,3588096,219,44.59516410198111,27.802453331593977,55.00456621004566,98.94626789138736,57.059508130919305,5.564047326780345,3.8609944178589677,44,80.22772216796875,-0.0022419169545173645,0.012958481907844543,0.006859060376882553,0.08604600694444445,0.7308952510356903,1.204583764076233,41.96969175338745
293,3600384,217,52.55830806654558,29.472583019890106,55.064516129032256,83.97961980488815,51.31511293063975,5.746970253605997,4.30676698135589,66,96.55902099609375,-0.005155697464942932,0.017039727419614792,0.004113946110010147,0.0759548611111111,0.717299222946167,1.1781866550445557,41.60228896141052
294,3612672,218,48.67686178030544,32.646036113110696,55.0045871559633,91.88269249815747,58.50995765465807,5.862147829948215,3.982608834878885,62,94.08659362792969,-0.016950048506259918,0.009254188276827335,0.006395229138433933,0.08349609375,0.7132317125797272,1.1791449785232544,41.876283407211304
295,3624960,216,47.26630279715462,29.943727734031476,55.22222222222222,93.36393568094893,55.39561465009113,6.037823756535848,4.348420437090822,53,66.60260772705078,0.003279455006122589,-0.0037406585179269314,0.003198843915015459,0.0641818576388889,0.7336710393428802,1.1827709674835205,41.88062834739685
296,3637248,219,46.41388062367203,28.9231835852044,54.986301369863014,94.93839517106798,56.23333135559305,6.260200297995792,4.3349777243862135,54,83.05628204345703,0.01108287088572979,0.01471727341413498,0.0035109473392367363,0.07047526041666667,0.7475882768630981,1.1705175638198853,41.557698011398315
297,3649536,218,48.51028536106516,28.508036487379734,55.07339449541284,90.70027821454391,54.35287491589078,5.875862924330824,4.281367979426003,55,64.02086639404297,0.0041725486516952515,-0.006627494934946299,0.0032560802064836025,0.09138997395833333,0.7303440272808075,1.168155550956726,41.9847469329834
298,3661824,219,44.60713340676133,29.5489027848687,55.018264840182646,97.88562554174474,57.58984460441386,5.366156542137878,3.8281401167548568,48,92.17338562011719,0.01475184503942728,0.002009219489991665,0.00856856256723404,0.0740017361111111,0.7203786373138428,1.1446247100830078,42.33667349815369
299,3674112,217,48.00322642510096,30.244473021348476,55.115207373271886,93.9355195861452,57.79348307670979,6.076266414009481,4.3585487372570615,52,70.955322265625,0.012495315633714199,0.007121100090444088,0.00362206669524312,0.06825086805555555,0.7551842778921127,1.1531171798706055,42.04538106918335
300,3686400,216,46.65273929279687,30.042600233219524,55.24074074074074,96.11631306151197,58.36636051111983,5.686537871758143,4.193089015727933,50,97.72425842285156,0.006595499813556671,-0.002377863507717848,0.0026659355498850346,0.07109917534722222,0.7654091715812683,1.1398762464523315,41.77379035949707
301,3698688,219,48.37978390355822,30.554409467867234,55.02283105022831,93.44021790094968,59.335604050418624,6.11637486170416,4.299870589418632,58,50.933815002441406,0.0011973753571510315,0.0028924765065312386,0.008259864524006844,0.07364908854166667,0.7551770061254501,1.1260725259780884,41.755197286605835
302,3710976,217,47.12499263044142,30.20657403359677,55.20276497695853,93.94604646609852,53.76573047036877,5.750647772292387,4.4716893979181505,52,72.07260131835938,0.009533260017633438,0.01012715045362711,0.0030521638691425323,0.09931098090277778,0.742721825838089,1.0983612537384033,41.67818784713745
303,3723264,218,47.782655617988354,33.72511844520247,55.22935779816514,95.32276421840986,61.407575593300024,5.814182845824355,3.987928411492504,58,103.09121704101562,-0.014131075702607632,0.0037626801058650017,0.002673482522368431,0.061116536458333336,0.7156687378883362,1.087746024131775,41.99395036697388
304,3735552,217,48.84565151191268,30.08000771548629,55.225806451612904,91.4268767190164,54.440127007800385,5.710679347613988,4.067030863211624,58,75.40721130371094,-0.010550200939178467,-0.011179367080330849,0.009688225574791431,0.08485243055555555,0.751347616314888,1.0735971927642822,41.946298360824585
305,3747840,218,48.44882062363246,30.787143871366865,55.174311926605505,93.20023345192412,60.798357344692235,5.078730878479984,3.750388065812448,58,42.8257942199707,-0.03837178274989128,-0.016773365437984467,0.012818418443202972,0.054036458333333336,0.763525128364563,1.070311427116394,41.79105305671692
306,3760128,218,46.67844368621951,29.52137033066026,55.03669724770642,94.36900572998618,55.18476560746259,5.392975435344451,3.7549868788572116,51,80.3762435913086,0.014661401510238647,-0.006050569005310535,0.009522679261863232,0.07343207465277778,0.7376641929149628,1.0688934326171875,41.772334575653076
307,3772416,216,46.22860787469163,30.471173718553175,55.2037037037037,98.00347963674409,58.57711942783792,5.713876535495122,4.165770582414302,51,57.35778045654297,-0.006683798506855965,-0.0016016974113881588,0.0018777786754071712,0.07096354166666667,0.7691482901573181,1.0669424533843994,41.792665004730225
